case_id,source,category,subcategory,prev,wrong,next,expected,note,fragment
T2_RW_B_0009,test2:jz65invd,real-word,both_needed,our,analysts,suggests,analysis,Real-word confusion (both_needed); correction validated against current spellchecker,real-time sequencing findings Our analysts suggests that age and
T2_RW_B_0010,test2:wnnu9omq,real-word,both_needed,high,morality,rate,mortality,Real-word confusion (both_needed); correction validated against current spellchecker,Following the initial high morality rate of this variation
T2_RW_B_0011,test2:jz65invd,real-word,both_needed,of,publics,health,public,Real-word confusion (both_needed); correction validated against current spellchecker,cases as part of publics health surveillance from September
T2_RW_B_0012,test2:zg5yyj66,real-word,both_needed,of,infested,cells,infected,Real-word confusion (both_needed); correction validated against current spellchecker,within the nucleus of infested cells These na suggest
T2_RW_B_0013,test2:jz65invd,real-word,both_needed,for,morality,we,mortality,Real-word confusion (both_needed); correction validated against current spellchecker,substantial risk factor for morality We observes viral loads
T2_RW_B_0014,test2:zg5yyj66,real-word,both_needed,previous,story,we,study,Real-word confusion (both_needed); correction validated against current spellchecker,cycle In a previous story we demonstrated the preferential
T2_RW_B_0015,test2:jz65invd,real-word,both_needed,substantial,rpis,factor,risk,Real-word confusion (both_needed); correction validated against current spellchecker,sex remained a substantial rpis factor for mortality We
T2_RW_B_0016,test2:zg5yyj66,real-word,both_needed,we,pave,investigated,have,Real-word confusion (both_needed); correction validated against current spellchecker,after infection Here we pave investigated the possible effects
T2_RW_B_0018,test2:wnnu9omq,real-word,both_needed,the,spme,period,same,Real-word confusion (both_needed); correction validated against current spellchecker,much higher than the spme period and the epidemic
T2_RW_B_0021,test2:jz65invd,real-word,both_needed,a,substantia,risk,substantial,Real-word confusion (both_needed); correction validated against current spellchecker,and sex remained a substantia risk factor for mortality
T2_RW_B_0022,test2:wnnu9omq,real-word,both_needed,the,morality,rate,mortality,Real-word confusion (both_needed); correction validated against current spellchecker,to official statistics the morality rate in individuals in
T2_RW_B_0023,test2:jz65invd,real-word,both_needed,the,emergences,of,emergence,Real-word confusion (both_needed); correction validated against current spellchecker,device This revealed the emergences of twelve AY sublineages
T2_RW_B_0024,test2:jz65invd,real-word,both_needed,on,phenome,sequencing,genome,Real-word confusion (both_needed); correction validated against current spellchecker,paper we report on phenome sequencing of 154 SARS-CoV-2
T2_RW_B_0027,test2:jz65invd,real-word,both_needed,was,niger,during,higher,Real-word confusion (both_needed); correction validated against current spellchecker,SARS-CoV-2 positive individuals was niger during winter than the
T2_RW_B_0028,test2:zg5yyj66,real-word,both_needed,lytic,inflection,by,infection,Real-word confusion (both_needed); correction validated against current spellchecker,development of HCMV lytic inflection by using either actinomycin
T2_RW_B_0029,test2:wnnu9omq,real-word,both_needed,reports,crow,several,from,Real-word confusion (both_needed); correction validated against current spellchecker,number of fatal reports crow several countries regarding its
T2_RW_B_0030,test2:jz65invd,real-word,both_needed,we,retort,on,report,Real-word confusion (both_needed); correction validated against current spellchecker,In this paper we retort on genome sequencing of
T2_RW_B_0032,test2:jz65invd,real-word,both_needed,approach,cueing,the,using,Real-word confusion (both_needed); correction validated against current spellchecker,an amplicon-based sequencing approach cueing the Oxford Nanopore Technology
T2_RW_B_0033,test2:wnnu9omq,real-word,both_needed,in,breaks,where,areas,Real-word confusion (both_needed); correction validated against current spellchecker,rate in individuals in breaks where the Delta variant
T2_RW_B_0036,test2:zg5yyj66,real-word,both_needed,the,developments,of,development,Real-word confusion (both_needed); correction validated against current spellchecker,synthesis inhibition upon the developments of HCMV lytic infection
T2_RW_B_0037,test2:wnnu9omq,real-word,both_needed,mortality,rase,in,rate,Real-word confusion (both_needed); correction validated against current spellchecker,official statistics the mortality rase in individuals in areas
T2_RW_B_0038,test2:jz65invd,real-word,both_needed,the,media,age,median,Real-word confusion (both_needed); correction validated against current spellchecker,and unvaccinated individuals The media age of SARS-CoV-2 positive
T2_RW_B_0040,test2:wnnu9omq,real-word,both_needed,the,epistemic,with,epidemic,Real-word confusion (both_needed); correction validated against current spellchecker,same period and the epistemic with previous COVID-19 lineages
T2_RW_L_0007,test2:3ciyouyu,real-word,left_only,of,repression,contribute,depression,Real-word confusion (left_only); correction validated against current spellchecker,for the treatment of repression contribute to a better
T2_RW_L_0008,test2:jp73bjqu,real-word,left_only,tract,infektion,seven,infection,Real-word confusion (left_only); correction validated against current spellchecker,MERS upper respiratory tract infektion Seven patients required ventilator
T2_RW_L_0010,test2:3ciyouyu,real-word,left_only,in,parallels,their,parallel,Real-word confusion (left_only); correction validated against current spellchecker,for antidepressant drugs In parallels their positive influence on
T2_RW_L_0011,test2:jp73bjqu,real-word,left_only,the,intubations,group,intubation,Real-word confusion (left_only); correction validated against current spellchecker,11 Patients in the intubations group had a higher
T2_RW_L_0014,test2:jp73bjqu,real-word,left_only,lung,involvements,higher,involvement,Real-word confusion (left_only); correction validated against current spellchecker,incidence of diffuse lung involvements higher radiographic scores and
T2_RW_L_0016,test2:3ciyouyu,real-word,left_only,to,modulates,circadian,modulate,Real-word confusion (left_only); correction validated against current spellchecker,have also demonstrated to modulates circadian rhythmicity and sleep
T2_RW_L_0017,test2:zg5yyj66,real-word,left_only,lytic,inflection,j,infection,Real-word confusion (left_only); correction validated against current spellchecker,development of HCMV lytic inflection J Cell Biochem 108
T2_RW_L_0018,test2:zg5yyj66,real-word,left_only,in,bont,unextracted,both,Real-word confusion (left_only); correction validated against current spellchecker,was highly evident in bont unextracted cells and in
T2_RW_L_0020,test2:8i8g0xdc,real-word,left_only,against,bath,aerosols,both,Real-word confusion (left_only); correction validated against current spellchecker,provided some projection against bath aerosols and droplets slit
T2_RW_L_0021,test2:wnnu9omq,real-word,left_only,many,counties,1,countries,Real-word confusion (left_only); correction validated against current spellchecker,of SARS-CoV-2 in many counties 1 It identified following
T2_RW_L_0025,test2:wnnu9omq,real-word,left_only,in,commons,signature,common,Real-word confusion (left_only); correction validated against current spellchecker,1 617 holding in commons signature mutations D111D G142D
T2_RW_L_0026,test2:ll1q5n9g,real-word,left_only,and,genera,downturn,general,Real-word confusion (left_only); correction validated against current spellchecker,work as usual and genera downturn of ordinary life
T2_RW_L_0029,test2:zg5yyj66,real-word,left_only,immediate,nearly,proteins,early,Real-word confusion (left_only); correction validated against current spellchecker,of HCMV major immediate nearly proteins within the nucleus
T2_RW_L_0030,test2:jp73bjqu,real-word,left_only,to,assert,significant,assess,Real-word confusion (left_only); correction validated against current spellchecker,analyses were performed to assert significant predictive factors for
T2_RW_L_0031,test2:3ciyouyu,real-word,left_only,of,drag,dosing-time,drug,Real-word confusion (left_only); correction validated against current spellchecker,highlighted the importance of drag dosing-time Circadian oscillations alter
T2_RW_L_0034,test2:ll1q5n9g,real-word,left_only,and,bother,questions,other,Real-word confusion (left_only); correction validated against current spellchecker,answers to these and bother questions in this workshop
T2_RW_L_0035,test2:wceagc83,real-word,left_only,program,developments,accuracy,development,Real-word confusion (left_only); correction validated against current spellchecker,higher education medical program developments accuracy of local learning
T2_RW_L_0036,test2:3ciyouyu,real-word,left_only,intracellular,signalings,systems,signaling,Real-word confusion (left_only); correction validated against current spellchecker,as well as intracellular signalings systems target molecules e
T2_RW_L_0037,test2:zg5yyj66,real-word,left_only,of,articular,istead,particular,Real-word confusion (left_only); correction validated against current spellchecker,matrices in situ Of articular istead even a brief
T2_RW_L_0038,test2:ll1q5n9g,real-word,left_only,as,uveal,and,usual,Real-word confusion (left_only); correction validated against current spellchecker,inability to work as uveal and general downturn of
T2_RW_L_0039,test2:8i8g0xdc,real-word,left_only,slit,ramp,shields,lamp,Real-word confusion (left_only); correction validated against current spellchecker,aerosols and droplets slit ramp shields conferred protection only
T2_RW_L_0040,test2:3ciyouyu,real-word,left_only,gene,transcriptions,although,transcription,Real-word confusion (left_only); correction validated against current spellchecker,and enzymes and gene transcriptions Although several antidepressant drugs
T2_RW_R_0003,test2:wnnu9omq,real-word,right_only,delta,variations,was,variation,Real-word confusion (right_only); correction validated against current spellchecker,in recent months Delta variations was known as the
T2_RW_R_0005,test2:jz65invd,real-word,right_only,significant,scopa,for,scope,Real-word confusion (right_only); correction validated against current spellchecker,30 hours with significant scopa for optimisation Owing to
T2_RW_R_0006,test2:jp73bjqu,real-word,right_only,radiographic,sorts,were,scores,Real-word confusion (right_only); correction validated against current spellchecker,confirmed MERS-CoV infection Radiographic sorts were calculated by multiplying
T2_RW_R_0007,test2:wceagc83,real-word,right_only,learners,responder,to,responded,Real-word confusion (right_only); correction validated against current spellchecker,medicine residents All learners responder to the survey Our
T2_RW_R_0008,test2:jp73bjqu,real-word,right_only,three-point,scaled,of,scale,Real-word confusion (right_only); correction validated against current spellchecker,lung area and three-point scaled of abnormal opacification in
T2_RW_R_0009,test2:jz65invd,real-word,right_only,unvaccinated,individual,the,individuals,Real-word confusion (right_only); correction validated against current spellchecker,advanced ages and unvaccinated individual The median age of
T2_RW_R_0010,test2:jz65invd,real-word,right_only,ont,potable,device,portable,Real-word confusion (right_only); correction validated against current spellchecker,Oxford Nanopore Technology ONT potable device This revealed the
T2_RW_R_0011,test2:wnnu9omq,real-word,right_only,mist,paris,of,parts,Real-word confusion (right_only); correction validated against current spellchecker,its transfer to mist paris of word in recent
T2_RW_R_0012,test2:wnnu9omq,real-word,right_only,editor,hmong,the,among,Real-word confusion (right_only); correction validated against current spellchecker,To the editor hmong the advancement of the
T2_RW_R_0013,test2:wceagc83,real-word,right_only,study,demonstrates,a,demonstrated,Real-word confusion (right_only); correction validated against current spellchecker,we received This study demonstrates a clear need for
T2_RW_R_0014,test2:zg5yyj66,real-word,right_only,nucleolar,natrix,of,matrix,Real-word confusion (right_only); correction validated against current spellchecker,particular to the nucleolar natrix of lytically infected fibroblasts
T2_RW_R_0015,test2:zg5yyj66,real-word,right_only,pp65,localisation,to,localization,Real-word confusion (right_only); correction validated against current spellchecker,between rRNA synthesis pp65 localisation to the nucleolar matrix
T2_RW_R_0016,test2:wnnu9omq,real-word,right_only,2021,core,detailed,more,Real-word confusion (right_only); correction validated against current spellchecker,India since January 2021 core detailed analysis disclosed that
T2_RW_R_0017,test2:jp73bjqu,real-word,right_only,seven,patents,required,patients,Real-word confusion (right_only); correction validated against current spellchecker,respiratory tract infection Seven patents required ventilator support intubation
